date,time,ft_str,ft_dec,stage_m,q_cfs,q_cumec
10/5/2021,2:00 PM,12'07'',12.58,534.02,3988.0,112.93
10/6/2021,2:00 PM,11'03'',11.25,533.61,2958.0,83.76
10/7/2021,2:00 PM,11'04'',11.33,533.64,3002.0,85.01
10/8/2021,2:00 PM,12'05'',12.42,533.97,3611.0,102.25
10/1/2021,3:00 PM,14'10'',14.83,534.71,6074.0,172.0
10/2/2021,3:00 PM,13'9'',13.75,534.38,5231.0,148.13
10/3/2021,3:00 PM,12'10'',12.83,534.1,4244.0,120.18
10/4/2021,3:00 PM,12'05'',12.42,533.97,3611.0,102.25
10/5/2021,3:00 PM,12'07'',12.58,534.02,3988.0,112.93
10/6/2021,3:00 PM,11'03'',11.25,533.61,2958.0,83.76
10/7/2021,3:00 PM,11'04'',11.33,533.64,3002.0,85.01
10/8/2021,3:00 PM,12'04'',12.33,533.94,3720.0,105.34
10/1/2021,4:00 PM,14'10'',14.83,534.71,6074.0,172.0
10/2/2021,4:00 PM,13'9'',13.75,534.38,5231.0,148.13
10/3/2021,4:00 PM,12'10'',12.83,534.1,4244.0,120.18
10/4/2021,4:00 PM,12'05'',12.42,533.97,3611.0,102.25
10/5/2021,4:00 PM,12'07'',12.58,534.02,3988.0,112.93
10/6/2021,4:00 PM,11'03'',11.25,533.61,2958.0,83.76
10/7/2021,4:00 PM,11'04'',11.33,533.64,3002.0,85.01
10/8/2021,4:00 PM,12'04'',12.33,533.94,3720.0,105.34
10/1/2021,5:00 PM,14'10'',14.83,534.71,6074.0,172.0
10/2/2021,5:00 PM,13'8'',13.67,534.35,5136.0,145.44
10/3/2021,5:00 PM,12'10'',12.83,534.1,4244.0,120.18
10/4/2021,5:00 PM,12'05'',12.42,533.97,3611.0,102.25
10/5/2021,5:00 PM,12'07'',12.58,534.02,3988.0,112.93
10/6/2021,5:00 PM,11'03'',11.25,533.61,2958.0,83.76
10/7/2021,5:00 PM,11'05'',11.42,533.66,3046.0,86.25
10/8/2021,5:00 PM,12'04'',12.33,533.94,3720.0,105.34
10/1/2021,6:00 PM,14'9'',14.75,534.67,6021.0,170.5
10/2/2021,6:00 PM,13'8'',13.67,534.35,5136.0,145.44
10/3/2021,6:00 PM,12'10'',12.83,534.1,4244.0,120.18
10/4/2021,6:00 PM,12'05'',12.42,533.97,3611.0,102.25
10/5/2021,6:00 PM,12'06'',12.5,533.99,3902.0,110.49
10/6/2021,6:00 PM,11'03'',11.25,533.61,2958.0,83.76
10/7/2021,6:00 PM,11'05'',11.42,533.66,3046.0,86.25
10/8/2021,6:00 PM,12'03'',12.25,533.32,3628.0,102.73
10/1/2021,7:00 PM,14'9'',14.75,534.67,6021.0,170.5
10/2/2021,7:00 PM,13'7'',13.58,534.32,5040.0,142.72
10/3/2021,7:00 PM,12'10'',12.83,534.1,4244.0,120.18
10/4/2021,7:00 PM,12'06'',12.5,533.99,3902.0,110.49
10/5/2021,7:00 PM,12'06'',12.5,533.99,3902.0,110.49
10/6/2021,7:00 PM,11'03'',11.25,533.61,2958.0,83.76
10/7/2021,7:00 PM,11'05'',11.42,533.66,3046.0,86.25
10/8/2021,7:00 PM,12'03'',12.25,533.32,3628.0,102.73
10/1/2021,8:00 PM,14'9'',14.75,534.67,6021.0,170.5
10/2/2021,8:00 PM,13'7'',13.58,534.32,5040.0,142.72
10/3/2021,8:00 PM,12'10'',12.83,534.1,4244.0,120.18
10/4/2021,8:00 PM,12'06'',12.5,533.99,3902.0,110.49
10/5/2021,8:00 PM,12'06'',12.5,533.99,3902.0,110.49
10/6/2021,8:00 PM,11'03'',11.25,533.61,2958.0,83.76
10/7/2021,8:00 PM,11'05'',11.42,533.66,3046.0,86.25
10/8/2021,8:00 PM,12'03'',12.25,533.32,3628.0,102.73
10/1/2021,9:00 PM,14'8'',14.67,534.65,5968.0,168.99
10/2/2021,9:00 PM,13'6'',13.5,534.3,4944.0,140.0
10/3/2021,9:00 PM,12'09'',12.75,534.07,4158.0,117.74
10/4/2021,9:00 PM,12'06'',12.5,533.99,3902.0,110.49
10/5/2021,9:00 PM,12'06'',12.5,533.99,3902.0,110.49
10/6/2021,9:00 PM,11'03'',11.25,533.61,2958.0,83.76
10/7/2021,9:00 PM,11'05'',11.42,533.66,3046.0,86.25
10/8/2021,9:00 PM,12'03'',12.25,533.32,3628.0,102.73
10/1/2021,10:00 PM,14'8'',14.67,534.65,5968.0,168.99
10/2/2021,10:00 PM,13'6'',13.5,534.3,4944.0,140.0
10/3/2021,10:00 PM,12'09'',12.75,534.07,4158.0,117.74
10/4/2021,10:00 PM,12'06'',12.5,533.99,3902.0,110.49
10/5/2021,10:00 PM,12'05'',12.42,533.97,3611.0,102.25
10/6/2021,10:00 PM,11'03'',11.25,533.61,2958.0,83.76
10/7/2021,10:00 PM,11'05'',11.42,533.66,3046.0,86.25
10/8/2021,10:00 PM,12'03'',12.25,533.32,3628.0,102.73
10/1/2021,11:00 PM,14'8'',14.67,534.65,5968.0,168.99
10/2/2021,11:00 PM,13'6'',13.5,534.3,4944.0,140.0
10/3/2021,11:00 PM,12'09'',12.75,534.07,4158.0,117.74
10/4/2021,11:00 PM,12'06'',12.5,533.99,3902.0,110.49
10/5/2021,11:00 PM,12'04'',12.33,533.94,3720.0,105.34
10/6/2021,11:00 PM,11'03'',11.25,533.61,2958.0,83.76
10/7/2021,11:00 PM,11'06'',11.5,533.69,3090.0,87.5
10/8/2021,11:00 PM,12'03'',12.25,533.32,3628.0,102.73
9/10/2021,12:00 AM,12'03'',12.25,533.32,3628.0,102.73
10/10/2021,12:00 AM,12'03'',12.25,533.32,3628.0,102.73
11/10/2019,12:00 AM,11'08'',11.67,533.74,3178.0,89.99
12/10/2021,12:00 AM,11'08'',11.67,533.74,3178.0,89.99
10/13/2021,12:00 AM,12'04'',12.33,533.94,3720.0,105.34
10/14/2021,12:00 AM,11'11'',11.92,533.82,3311.0,93.76
10/15/2021,12:00 AM,11'07'',11.58,533.71,3134.0,88.74
10/16/2021,12:00 AM,11'01'',11.08,533.56,2869.0,81.24
9/10/2021,1:00 AM,12'03'',12.25,533.32,3628.0,102.73
10/10/2021,1:00 AM,12'03'',12.25,533.32,3628.0,102.73
11/10/2019,1:00 AM,11'07'',11.58,533.71,3134.0,88.74
12/10/2021,1:00 AM,11'08'',11.67,533.74,3178.0,89.99
10/13/2021,1:00 AM,12'03'',12.25,533.32,3628.0,102.73
10/14/2021,1:00 AM,11'11'',11.92,533.82,3311.0,93.76
10/15/2021,1:00 AM,11'07'',11.58,533.71,3134.0,88.74
10/16/2021,1:00 AM,11'01'',11.08,533.56,2869.0,81.24
9/10/2021,2:00 AM,12'03'',12.25,533.32,3628.0,102.73
10/10/2021,2:00 AM,12'03'',12.25,533.32,3628.0,102.73
11/10/2019,2:00 AM,11'07'',11.58,533.71,3134.0,88.74
12/10/2021,2:00 AM,11'08'',11.67,533.74,3178.0,89.99
10/13/2021,2:00 AM,12'03'',12.25,533.32,3628.0,102.73
10/14/2021,2:00 AM,11'11'',11.92,533.82,3311.0,93.76
10/15/2021,2:00 AM,11'07'',11.58,533.71,3134.0,88.74
10/16/2021,2:00 AM,11'01'',11.08,533.56,2869.0,81.24
9/10/2021,3:00 AM,12'02'',12.17,533.89,3938.0,111.51
10/10/2021,3:00 AM,12'04'',12.33,533.94,3720.0,105.34
11/10/2019,3:00 AM,11'07'',11.58,533.71,3134.0,88.74
12/10/2021,3:00 AM,11'09'',11.75,533.7,3224.0,91.29
10/13/2021,3:00 AM,12'03'',12.25,533.32,3628.0,102.73
10/14/2021,3:00 AM,11'10'',11.83,533.79,3267.0,92.51
10/15/2021,3:00 AM,11'06'',11.5,533.69,3090.0,87.5
10/16/2021,3:00 AM,11'00'',11.0,533.54,2825.0,80.0
9/10/2021,4:00 AM,12'02'',12.17,533.89,3938.0,111.51
10/10/2021,4:00 AM,12'04'',12.33,533.94,3720.0,105.34
11/10/2019,4:00 AM,11'07'',11.58,533.71,3134.0,88.74
12/10/2021,4:00 AM,11'09'',11.75,533.7,3224.0,91.29
10/13/2021,4:00 AM,12'03'',12.25,533.32,3628.0,102.73
10/14/2021,4:00 AM,11'10'',11.83,533.79,3267.0,92.51
10/15/2021,4:00 AM,11'06'',11.5,533.69,3090.0,87.5
10/16/2021,4:00 AM,11'00'',11.0,533.54,2825.0,80.0
9/10/2021,5:00 AM,12'02'',12.17,533.89,3938.0,111.51
10/10/2021,5:00 AM,12'04'',12.33,533.94,3720.0,105.34
11/10/2019,5:00 AM,11'07'',11.58,533.71,3134.0,88.74
12/10/2021,5:00 AM,11'09'',11.75,533.7,3224.0,91.29
10/13/2021,5:00 AM,12'03'',12.25,533.32,3628.0,102.73
10/14/2021,5:00 AM,11'10'',11.83,533.79,3267.0,92.51
10/15/2021,5:00 AM,11'06'',11.5,533.69,3090.0,87.5
10/16/2021,5:00 AM,11'00'',11.0,533.54,2825.0,80.0
9/10/2021,6:00 AM,12'02'',12.17,533.89,3938.0,111.51
10/10/2021,6:00 AM,12'04'',12.33,533.94,3720.0,105.34
11/10/2019,6:00 AM,11'07'',11.58,533.71,3134.0,88.74
12/10/2021,6:00 AM,11'09'',11.75,533.7,3224.0,91.29
10/13/2021,6:00 AM,12'03'',12.25,533.32,3628.0,102.73
10/14/2021,6:00 AM,11'09'',11.75,533.7,3224.0,91.29
10/15/2021,6:00 AM,11'05'',11.42,533.66,3046.0,86.25
10/16/2021,6:00 AM,11'00'',11.0,533.54,2825.0,80.0
9/10/2021,7:00 AM,12'02'',12.17,533.89,3938.0,111.51
10/10/2021,7:00 AM,12'04'',12.33,533.94,3720.0,105.34
11/10/2019,7:00 AM,11'07'',11.58,533.71,3134.0,88.74
12/10/2021,7:00 AM,11'10'',11.83,533.79,3267.0,92.51
10/13/2021,7:00 AM,12'02'',12.17,533.89,3938.0,111.51
10/14/2021,7:00 AM,11'09'',11.75,533.7,3224.0,91.29
10/15/2021,7:00 AM,11'05'',11.42,533.66,3046.0,86.25
10/16/2021,7:00 AM,10'11'',10.92,533.51,2781.0,78.75
9/10/2021,8:00 AM,12'02'',12.17,533.89,3938.0,111.51
10/10/2021,8:00 AM,12'03'',12.25,533.32,3628.0,102.73
11/10/2019,8:00 AM,11'07'',11.58,533.71,3134.0,88.74
12/10/2021,8:00 AM,11'11'',11.92,533.82,3311.0,93.76
10/13/2021,8:00 AM,12'02'',12.17,533.89,3938.0,111.51
10/14/2021,8:00 AM,11'08'',11.67,533.74,3178.0,89.99
10/15/2021,8:00 AM,11'05'',11.42,533.66,3046.0,86.25
10/16/2021,8:00 AM,10'11'',10.92,533.51,2781.0,78.75
9/10/2021,9:00 AM,12'02'',12.17,533.89,3938.0,111.51
10/10/2021,9:00 AM,12'01'',12.08,533.87,3446.0,97.58
11/10/2019,9:00 AM,11'07'',11.58,533.71,3134.0,88.74
12/10/2021,9:00 AM,12'01'',12.08,533.87,3446.0,97.58
10/13/2021,9:00 AM,12'02'',12.17,533.89,3938.0,111.51
10/14/2021,9:00 AM,11'08'',11.67,533.74,3178.0,89.99
10/15/2021,9:00 AM,11'04'',11.33,533.64,3002.0,85.01
10/16/2021,9:00 AM,10'11'',10.92,533.51,2781.0,78.75
9/10/2021,10:00 AM,12'02'',12.17,533.89,3938.0,111.51
10/10/2021,10:00 AM,11'11'',11.92,533.82,3311.0,93.76
11/10/2019,10:00 AM,11'08'',11.67,533.74,3178.0,89.99
12/10/2021,10:00 AM,12'02'',12.17,533.89,3938.0,111.51
10/13/2021,10:00 AM,12'02'',12.17,533.89,3938.0,111.51
10/14/2021,10:00 AM,11'08'',11.67,533.74,3178.0,89.99
10/15/2021,10:00 AM,11'04'',11.33,533.64,3002.0,85.01
10/16/2021,10:00 AM,10'11'',10.92,533.51,2781.0,78.75
9/10/2021,11:00 AM,12'02'',12.17,533.89,3938.0,111.51
10/10/2021,11:00 AM,11'10'',11.83,533.79,3267.0,92.51
11/10/2019,11:00 AM,11'08'',11.67,533.74,3178.0,89.99
12/10/2021,11:00 AM,12'02'',12.17,533.89,3938.0,111.51
10/13/2021,11:00 AM,12'01'',12.08,533.87,3446.0,97.58
10/14/2021,11:00 AM,11'08'',11.67,533.74,3178.0,89.99
10/15/2021,11:00 AM,11'04'',11.33,533.64,3002.0,85.01
10/16/2021,11:00 AM,10'11'',10.92,533.51,2781.0,78.75
9/10/2021,12:00 PM,12'02'',12.17,533.89,3938.0,111.51
10/10/2021,12:00 PM,11'10'',11.83,533.79,3267.0,92.51
11/10/2019,12:00 PM,11'08'',11.67,533.74,3178.0,89.99
12/10/2021,12:00 PM,12'03'',12.25,533.32,3628.0,102.73
10/13/2021,12:00 PM,12'01'',12.08,533.87,3446.0,97.58
10/14/2021,12:00 PM,11'08'',11.67,533.74,3178.0,89.99
10/15/2021,12:00 PM,11'04'',11.33,533.64,3002.0,85.01
10/16/2021,12:00 PM,10'10'',10.83,533.49,2737.0,77.5
9/10/2021,1:00 PM,12'02'',12.17,533.89,3938.0,111.51
10/10/2021,1:00 PM,11'09'',11.75,533.7,3224.0,91.29
11/10/2019,1:00 PM,11'08'',11.67,533.74,3178.0,89.99
12/10/2021,1:00 PM,12'03'',12.25,533.32,3628.0,102.73
10/13/2021,1:00 PM,12'01'',12.08,533.87,3446.0,97.58
10/14/2021,1:00 PM,11'07'',11.58,533.71,3134.0,88.74
10/15/2021,1:00 PM,11'04'',11.33,533.64,3002.0,85.01
10/16/2021,1:00 PM,10'10'',10.83,533.49,2737.0,77.5
9/10/2021,2:00 PM,12'02'',12.17,533.89,3938.0,111.51
10/10/2021,2:00 PM,11'09'',11.75,533.7,3224.0,91.29
11/10/2019,2:00 PM,11'08'',11.67,533.74,3178.0,89.99
12/10/2021,2:00 PM,12'03'',12.25,533.32,3628.0,102.73
10/13/2021,2:00 PM,12'01'',12.08,533.87,3446.0,97.58
10/14/2021,2:00 PM,11'07'',11.58,533.71,3134.0,88.74
10/15/2021,2:00 PM,11'04'',11.33,533.64,3002.0,85.01
10/16/2021,2:00 PM,10'10'',10.83,533.49,2737.0,77.5
9/10/2021,3:00 PM,12'01'',12.08,533.87,3446.0,97.58
10/10/2021,3:00 PM,11'08'',11.67,533.74,3178.0,89.99
11/10/2019,3:00 PM,11'08'',11.67,533.74,3178.0,89.99
12/10/2021,3:00 PM,12'04'',12.33,533.94,3720.0,105.34
10/13/2021,3:00 PM,12'01'',12.08,533.87,3446.0,97.58
10/14/2021,3:00 PM,11'07'',11.58,533.71,3134.0,88.74
10/15/2021,3:00 PM,11'03'',11.25,533.61,2958.0,83.76
10/16/2021,3:00 PM,10'10'',10.83,533.49,2737.0,77.5
9/10/2021,4:00 PM,12'01'',12.08,533.87,3446.0,97.58
10/10/2021,4:00 PM,11'08'',11.67,533.74,3178.0,89.99
11/10/2019,4:00 PM,11'08'',11.67,533.74,3178.0,89.99
12/10/2021,4:00 PM,12'04'',12.33,533.94,3720.0,105.34
10/13/2021,4:00 PM,12'01'',12.08,533.87,3446.0,97.58
10/14/2021,4:00 PM,11'07'',11.58,533.71,3134.0,88.74
10/15/2021,4:00 PM,11'03'',11.25,533.61,2958.0,83.76
10/16/2021,4:00 PM,10'10'',10.83,533.49,2737.0,77.5
9/10/2021,5:00 PM,12'01'',12.08,533.87,3446.0,97.58
10/10/2021,5:00 PM,11'08'',11.67,533.74,3178.0,89.99
11/10/2019,5:00 PM,11'08'',11.67,533.74,3178.0,89.99
12/10/2021,5:00 PM,12'04'',12.33,533.94,3720.0,105.34
10/13/2021,5:00 PM,12'00'',12.0,533.84,3355.0,95.0
10/14/2021,5:00 PM,11'07'',11.58,533.71,3134.0,88.74
10/15/2021,5:00 PM,11'03'',11.25,533.61,2958.0,83.76
10/16/2021,5:00 PM,10'10'',10.83,533.49,2737.0,77.5
9/10/2021,6:00 PM,12'02'',12.17,533.89,3938.0,111.51
10/10/2021,6:00 PM,11'08'',11.67,533.74,3178.0,89.99
11/10/2019,6:00 PM,11'08'',11.67,533.74,3178.0,89.99
12/10/2021,6:00 PM,12'04'',12.33,533.94,3720.0,105.34
10/13/2021,6:00 PM,12'00'',12.0,533.84,3355.0,95.0
10/14/2021,6:00 PM,11'07'',11.58,533.71,3134.0,88.74
10/15/2021,6:00 PM,11'03'',11.25,533.61,2958.0,83.76
10/16/2021,6:00 PM,10'09'',10.75,533.46,2693.0,76.26
9/10/2021,7:00 PM,12'02'',12.17,533.89,3938.0,111.51
10/10/2021,7:00 PM,11'08'',11.67,533.74,3178.0,89.99
11/10/2019,7:00 PM,11'08'',11.67,533.74,3178.0,89.99
12/10/2021,7:00 PM,12'04'',12.33,533.94,3720.0,105.34
10/13/2021,7:00 PM,12'00'',12.0,533.84,3355.0,95.0
10/14/2021,7:00 PM,11'07'',11.58,533.71,3134.0,88.74
10/15/2021,7:00 PM,11'03'',11.25,533.61,2958.0,83.76
10/16/2021,7:00 PM,10'09'',10.75,533.46,2693.0,76.26
9/10/2021,8:00 PM,12'03'',12.25,533.32,3628.0,102.73
10/10/2021,8:00 PM,11'08'',11.67,533.74,3178.0,89.99
11/10/2019,8:00 PM,11'08'',11.67,533.74,3178.0,89.99
12/10/2021,8:00 PM,12'04'',12.33,533.94,3720.0,105.34
10/13/2021,8:00 PM,12'00'',12.0,533.84,3355.0,95.0
10/14/2021,8:00 PM,11'07'',11.58,533.71,3134.0,88.74
10/15/2021,8:00 PM,11'02'',11.17,533.59,2913.0,82.49
10/16/2021,8:00 PM,10'09'',10.75,533.46,2693.0,76.26
9/10/2021,9:00 PM,12'03'',12.25,533.32,3628.0,102.73
10/10/2021,9:00 PM,11'08'',11.67,533.74,3178.0,89.99
11/10/2019,9:00 PM,11'08'',11.67,533.74,3178.0,89.99
12/10/2021,9:00 PM,12'04'',12.33,533.94,3720.0,105.34
10/13/2021,9:00 PM,12'00'',12.0,533.84,3355.0,95.0
10/14/2021,9:00 PM,11'07'',11.58,533.71,3134.0,88.74
10/15/2021,9:00 PM,11'02'',11.17,533.59,2913.0,82.49
10/16/2021,9:00 PM,10'09'',10.75,533.46,2693.0,76.26
9/10/2021,10:00 PM,12'03'',12.25,533.32,3628.0,102.73
10/10/2021,10:00 PM,11'08'',11.67,533.74,3178.0,89.99
11/10/2019,10:00 PM,11'08'',11.67,533.74,3178.0,89.99
12/10/2021,10:00 PM,12'04'',12.33,533.94,3720.0,105.34
10/13/2021,10:00 PM,12'00'',12.0,533.84,3355.0,95.0
10/14/2021,10:00 PM,11'07'',11.58,533.71,3134.0,88.74
10/15/2021,10:00 PM,11'02'',11.17,533.59,2913.0,82.49
10/16/2021,10:00 PM,10'09'',10.75,533.46,2693.0,76.26
9/10/2021,11:00 PM,12'03'',12.25,533.32,3628.0,102.73
10/10/2021,11:00 PM,11'08'',11.67,533.74,3178.0,89.99
11/10/2019,11:00 PM,11'08'',11.67,533.74,3178.0,89.99
12/10/2021,11:00 PM,12'04'',12.33,533.94,3720.0,105.34
10/13/2021,11:00 PM,12'00'',12.0,533.84,3355.0,95.0
10/14/2021,11:00 PM,11'07'',11.58,533.71,3134.0,88.74
10/15/2021,11:00 PM,11'02'',11.17,533.59,2913.0,82.49
10/16/2021,11:00 PM,10'09'',10.75,533.46,2693.0,76.26
